Date,Tournament,Surface,Rd,Rk,vRk,,Score,More,DR,A%,DF%,1stIn,1st%,2nd%,BPSvd,Time
19_Jan_2015,Australian Open,Hard,SF,4,1,(1)Novak Djokovic [SRB] d. (4)Wawrinka,7-6(1) 3-6 6-4 4-6 6-0, (ch),0.83,6.30%,2.50%,59.50%,63.80%,51.60%,17-Oct,3:30
19_Jan_2015,Australian Open,Hard,QF,4,5,(4)Wawrinka d. (5)Kei Nishikori [JPN],6-3 6-4 7-6(6), (ch),1.33,23.10%,4.40%,61.50%,85.70%,54.30%,4-Mar,2:04
19_Jan_2015,Australian Open,Hard,R16,4,37,(4)Wawrinka d. Guillermo Garcia Lopez [ESP],7-6(2) 6-4 4-6 7-6(8),,1.14,11.90%,2.20%,64.20%,76.70%,50.00%,9-May,3:02
19_Jan_2015,Australian Open,Hard,R32,4,72,(4)Wawrinka d. Jarkko Nieminen [FIN],6-4 6-2 6-4,,1.61,11.50%,2.60%,53.80%,90.50%,47.20%,3-Jan,1:49
19_Jan_2015,Australian Open,Hard,R64,4,194,(4)Wawrinka d. (Q)Marius Copil [ROU],7-6(4) 7-6(4) 6-3,,0.99,2.70%,2.70%,74.10%,73.50%,58.60%,6-May,2:16
19_Jan_2015,Australian Open,Hard,R128,4,100,(4)Wawrinka d. Marsel Ilhan [TUR],6-1 6-4 6-2,,1.67,11.50%,3.80%,56.40%,81.80%,58.80%,2-Feb,1:29
5_Jan_2015,Chennai,Hard,F,4,156,(1)Wawrinka d. (Q)Aljaz Bedene [SLO],6-3 6-4, (ch),1.2,3.40%,1.70%,66.10%,74.40%,65.00%,0/0,1:10
5_Jan_2015,Chennai,Hard,SF,4,22,(1)Wawrinka d. (4)David Goffin [BEL],7-5 6-3,,1.22,8.30%,1.40%,51.40%,70.30%,62.90%,8-Jul,1:31
5_Jan_2015,Chennai,Hard,QF,4,46,(1)Wawrinka d. (8)Gilles Muller [LUX],6-2 7-6(4),,1.92,6.60%,0.00%,63.90%,79.50%,77.30%,4-Mar,1:26
5_Jan_2015,Chennai,Hard,R16,4,95,(1)Wawrinka d. Borna Coric [CRO],6-1 6-4,,1.85,8.30%,2.10%,54.20%,92.30%,54.50%,0/0,1:11
21_Nov_2014,Davis Cup WG F: FRA vs SUI,Clay,RR,4,12,Wawrinka d. Jo Wilfried Tsonga [FRA],6-1 3-6 6-3 6-2,,,,,,,,,
9_Nov_2014,Tour Finals,Hard,SF,4,2,(2)Roger Federer [SUI] d. (3)Wawrinka,4-6 7-5 7-6(6),,0.88,8.10%,3.30%,38.20%,80.90%,47.40%,9-Jun,2:48
9_Nov_2014,Tour Finals,Hard,RR,4,1,(1)Novak Djokovic [SRB] d. (3)Wawrinka,6-3 6-0,,0.48,4.40%,6.70%,48.90%,45.50%,26.10%,9-Apr,1:05
9_Nov_2014,Tour Finals,Hard,RR,4,7,(3)Wawrinka d. (6)Tomas Berdych [CZE],6-1 6-1,,3.72,15.20%,0.00%,66.70%,95.50%,63.60%,0/0,0:58
9_Nov_2014,Tour Finals,Hard,RR,4,9,(3)Wawrinka d. (8)Marin Cilic [CRO],6-3 4-6 6-3,,1.23,9.00%,5.10%,48.70%,73.70%,62.50%,3-Jan,1:46
27_Oct_2014,Paris Masters,Hard,R16,4,18,(14)Kevin Anderson [RSA] d. (3)Wawrinka,6-7(2) 7-5 7-6(3),,1.02,7.00%,2.60%,51.80%,81.40%,56.40%,8-Jun,2:50
27_Oct_2014,Paris Masters,Hard,R32,4,37,(3)Wawrinka d. Dominic Thiem [AUT],6-4 7-6(6), (ch),1.22,2.70%,2.70%,61.60%,84.40%,42.90%,3-Feb,1:37
20_Oct_2014,Basel,Hard,R32,4,84,Mikhail Kukushkin [KAZ] d. (3)Wawrinka,6-4 6-7(1) 6-3,,0.91,3.10%,4.10%,49.50%,79.20%,53.10%,10-Jun,2:13
5_Oct_2014,Shanghai Masters,Hard,R32,4,29,Gilles Simon [FRA] d. (4)Wawrinka,5-7 7-5 6-4,,1.09,12.60%,3.20%,61.10%,79.30%,43.20%,11-Jul,2:30
29_Sep_2014,Tokyo,Hard,R32,4,103,(WC)Tatsuma Ito [JPN] d. (1)Wawrinka,7-5 6-2, (ch),0.78,8.80%,1.80%,56.10%,71.90%,32.00%,0/4,1:20
12_Sep_2014,Davis Cup WG SF: SUI vs ITA,Hard,RR,4,17,Wawrinka d. Fabio Fognini [ITA],6-2 6-3 6-2,,,,,,,,,
25_Aug_2014,US Open,Hard,QF,4,11,(10)Kei Nishikori [JPN] d. (3)Wawrinka,3-6 7-5 7-6(7) 6-7(5) 6-4,,1.07,10.30%,4.60%,55.70%,83.50%,50.60%,10-Jul,4:15
25_Aug_2014,US Open,Hard,R16,4,18,(3)Wawrinka d. (16)Tommy Robredo [ESP],7-5 4-6 7-6(7) 6-2,,1.14,13.50%,4.50%,54.90%,79.50%,58.30%,8-Jun,3:01
25_Aug_2014,US Open,Hard,R32,4,92,(3)Wawrinka d. Blaz Kavcic [SLO],W/O,,,,,,,,,
25_Aug_2014,US Open,Hard,R64,4,91,(3)Wawrinka d. Thomaz Bellucci [BRA],6-3 6-4 3-6 7-6(1),,1.52,15.10%,0.90%,69.80%,85.10%,50.00%,0/3,2:36
25_Aug_2014,US Open,Hard,R128,4,75,(3)Wawrinka d. Jiri Vesely [CZE],6-2 7-6(6) 7-6(3),,1.21,9.00%,7.00%,47.00%,80.90%,58.50%,4-Feb,2:15
10_Aug_2014,Cincinnati Masters,Hard,QF,4,41,Julien Benneteau [FRA] d. (3)Wawrinka,1-6 6-1 6-2,,0.75,11.60%,0.00%,52.20%,69.40%,45.50%,9-May,1:21
10_Aug_2014,Cincinnati Masters,Hard,R16,4,19,(3)Wawrinka d. (14)Marin Cilic [CRO],3-6 6-0 6-1,,1.39,10.40%,7.50%,46.30%,83.90%,55.60%,4-Mar,1:23
10_Aug_2014,Cincinnati Masters,Hard,R32,4,57,(3)Wawrinka d. (Q)Benjamin Becker [GER],6-3 7-6(5),,1.21,10.70%,2.70%,60.00%,82.20%,50.00%,3-Feb,1:23
4_Aug_2014,Canada Masters,Hard,R16,4,21,Kevin Anderson [RSA] d. (3)Wawrinka,7-6(8) 7-5,,0.79,1.40%,4.10%,43.20%,78.10%,61.90%,5-Mar,1:45
4_Aug_2014,Canada Masters,Hard,R32,4,97,(3)Wawrinka d. (Q)Benoit Paire [FRA],4-6 6-3 7-6(2),,0.96,11.40%,5.70%,54.30%,77.20%,52.10%,7-May,2:05
23_Jun_2014,Wimbledon,Grass,QF,3,4,(4)Roger Federer [SUI] d. (5)Wawrinka,3-6 7-6(5) 6-4 6-4, (ch),0.84,7.30%,0.80%,59.70%,77.00%,62.00%,7-May,2:33
23_Jun_2014,Wimbledon,Grass,R16,3,26,(5)Wawrinka d. (19)Feliciano Lopez [ESP],7-6(5) 7-6(7) 6-3,,1.75,32.60%,2.10%,66.30%,88.90%,78.10%,0/0,1:58
23_Jun_2014,Wimbledon,Grass,R32,3,45,(5)Wawrinka d. Denis Istomin [UZB],6-3 6-3 6-4,,1.85,16.70%,1.40%,56.90%,82.90%,74.20%,3-Mar,1:27
23_Jun_2014,Wimbledon,Grass,R64,3,47,(5)Wawrinka d. Yen Hsun Lu [TPE],7-6(6) 6-3 3-6 7-5,,1.15,9.60%,1.50%,49.30%,79.10%,52.20%,8-Apr,2:42
23_Jun_2014,Wimbledon,Grass,R128,3,41,(5)Wawrinka d. Joao Sousa [POR],6-3 6-4 6-3,,1.47,22.50%,2.50%,63.70%,86.30%,55.20%,0/0,1:35
9_Jun_2014,Queen's Club,Grass,SF,3,13,(4)Grigor Dimitrov [BUL] d. (1)Wawrinka,6-2 6-4, (ch),0.7,12.00%,4.00%,66.00%,72.70%,41.20%,7-Apr,1:02
9_Jun_2014,Queen's Club,Grass,QF,3,60,(1)Wawrinka d. Marinko Matosevic [AUS],7-5 6-3,,1.48,16.90%,5.10%,55.90%,81.80%,69.20%,0/0,1:10
9_Jun_2014,Queen's Club,Grass,R16,3,78,(1)Wawrinka d. Sam Querrey [USA],6-2 6-2,,1.84,16.70%,2.40%,61.90%,80.80%,68.80%,0/0,0:50
9_Jun_2014,Queen's Club,Grass,R32,3,118,(1)Wawrinka d. (WC)Marcos Baghdatis [CYP],3-2 RET,,1.36,26.70%,6.70%,53.30%,87.50%,71.40%,0/0,0:18
26_May_2014,Roland Garros,Clay,R128,3,41,Guillermo Garcia Lopez [ESP] d. (3)Wawrinka,6-4 5-7 6-2 6-0,,0.81,5.10%,1.00%,57.10%,53.60%,54.80%,12-Apr,2:23
11_May_2014,Rome Masters,Clay,R16,3,19,(15)Tommy Haas [GER] d. (3)Wawrinka,5-7 6-2 6-3, (ch),0.66,8.60%,4.30%,50.50%,61.70%,47.80%,14-Sep,2:00
11_May_2014,Rome Masters,Clay,R32,3,98,(3)Wawrinka d. (Q)Pere Riba [ESP],6-0 6-3,,2.62,7.30%,0.00%,61.00%,96.00%,56.30%,1-Jan,0:51
4_May_2014,Madrid Masters,Clay,R32,3,70,(Q)Dominic Thiem [AUT] d. (3)Wawrinka,1-6 6-2 6-4, (ch),1.04,9.90%,0.00%,66.20%,68.10%,58.30%,6-Mar,1:45
13_Apr_2014,Monte Carlo Masters,Clay,F,3,4,(3)Wawrinka d. (4)Roger Federer [SUI],4-6 7-6(5) 6-2, (ch),1.19,5.40%,2.20%,58.10%,79.60%,56.40%,3-Jan,2:14
13_Apr_2014,Monte Carlo Masters,Clay,SF,3,6,(3)Wawrinka d. (6)David Ferrer [ESP],6-1 7-6(3), (ch),1.34,9.10%,1.50%,51.50%,85.30%,56.30%,2-Feb,1:30
13_Apr_2014,Monte Carlo Masters,Clay,QF,3,10,(3)Wawrinka d. (8)Milos Raonic [CAN],7-6(5) 6-2,,1.2,7.90%,4.80%,47.60%,80.00%,66.70%,0/0,1:31
13_Apr_2014,Monte Carlo Masters,Clay,R16,3,20,(3)Wawrinka d. (15)Nicolas Almagro [ESP],W/O,,,,,,,,,
13_Apr_2014,Monte Carlo Masters,Clay,R32,3,27,(3)Wawrinka d. Marin Cilic [CRO],6-0 6-2,,3.31,8.80%,2.90%,67.60%,78.30%,90.90%,0/0,0:46
4_Apr_2014,Davis Cup WG QF: SUI vs KAZ,Hard,RR,3,64,Andrey Golubev [KAZ] d. Wawrinka,7-6(5) 6-2 3-6 7-6(5),,,,,,,,,
4_Apr_2014,Davis Cup WG QF: SUI vs KAZ,Hard,RR,3,56,Wawrinka d. Mikhail Kukushkin [KAZ],6-7(4) 6-4 6-4 6-4,,,,,,,,,
19_Mar_2014,Miami Masters,Hard,R16,3,23,(22)Alexandr Dolgopolov [UKR] d. (3)Wawrinka,6-4 3-6 6-1,,0.73,4.30%,7.40%,45.70%,65.10%,51.00%,6-Feb,1:45
19_Mar_2014,Miami Masters,Hard,R32,3,43,(3)Wawrinka d. Edouard Roger Vasselin [FRA],7-5 6-4,,1.32,9.50%,3.20%,54.00%,76.50%,58.60%,3-Feb,1:34
19_Mar_2014,Miami Masters,Hard,R64,3,99,(3)Wawrinka d. Daniel Gimeno Traver [ESP],6-0 3-6 6-3,,1.4,9.60%,3.60%,59.00%,81.60%,44.10%,6-Apr,1:29
6_Mar_2014,Indian Wells Masters,Hard,R16,3,18,(17)Kevin Anderson [RSA] d. (3)Wawrinka,7-6(1) 4-6 6-1,,0.91,5.60%,2.20%,42.70%,73.70%,45.10%,10-May,2:20
6_Mar_2014,Indian Wells Masters,Hard,R32,3,32,(3)Wawrinka d. (29)Andreas Seppi [ITA],6-0 6-2,,2.52,18.40%,7.90%,57.90%,86.40%,62.50%,0/0,0:49
6_Mar_2014,Indian Wells Masters,Hard,R64,3,51,(3)Wawrinka d. Ivo Karlovic [CRO],6-3 7-5, (ch),1.33,14.30%,1.80%,57.10%,87.50%,70.80%,0/0,1:04
31_Jan_2014,Davis Cup WG R1: SRB vs SUI,Hard,RR,3,102,Wawrinka d. Dusan Lajovic [SRB],6-4 4-6 6-1 7-6(7),,,,,,,,,
13_Jan_2014,Australian Open,Hard,F,8,1,(8)Wawrinka d. (1)Rafael Nadal [ESP],6-3 6-2 3-6 6-3, (ch),1.52,19.80%,2.10%,55.20%,86.80%,51.20%,6-Apr,2:21
13_Jan_2014,Australian Open,Hard,SF,8,7,(8)Wawrinka d. (7)Tomas Berdych [CZE],6-3 6-7(1) 7-6(3) 7-6(4), (ch),0.99,12.40%,2.80%,60.70%,81.80%,56.10%,1-Jan,3:31
13_Jan_2014,Australian Open,Hard,QF,8,2,(8)Wawrinka d. (2)Novak Djokovic [SRB],2-6 6-4 6-2 3-6 9-7, (ch),0.86,10.00%,2.90%,57.60%,72.40%,50.00%,7-Mar,4:00
13_Jan_2014,Australian Open,Hard,R16,8,18,(8)Wawrinka d. (17)Tommy Robredo [ESP],6-3 7-6(3) 7-6(5),,1.38,13.10%,2.80%,57.90%,87.10%,53.30%,4-Mar,2:23
13_Jan_2014,Australian Open,Hard,R32,8,30,(8)Wawrinka d. (28)Vasek Pospisil [CAN],W/O,,,,,,,,,
13_Jan_2014,Australian Open,Hard,R64,8,87,(8)Wawrinka d. Alejandro Falla [COL],6-3 6-3 6-7(4) 6-4,,1.38,7.30%,3.20%,54.80%,83.80%,55.40%,7-May,2:47
13_Jan_2014,Australian Open,Hard,R128,8,85,(8)Wawrinka d. Andrey Golubev [KAZ],6-4 4-1 RET,,1.94,11.40%,2.90%,62.90%,90.90%,46.20%,2-Jan,1:05
30_Dec_2013,Chennai,Hard,F,8,52,(1)Wawrinka d. (7)Edouard Roger Vasselin [FRA],7-5 6-2, (ch),1.51,7.90%,3.20%,55.60%,71.40%,71.40%,1-Jan,1:36
30_Dec_2013,Chennai,Hard,SF,8,32,(1)Wawrinka d. (5)Vasek Pospisil [CAN],6-4 5-5 RET,,0.97,4.40%,3.30%,56.70%,74.50%,43.60%,10-Sep,1:51
30_Dec_2013,Chennai,Hard,QF,8,95,(1)Wawrinka d. Aljaz Bedene [SLO],6-2 6-1, (ch),1.38,7.40%,7.40%,59.30%,62.50%,45.50%,7-May,1:06
30_Dec_2013,Chennai,Hard,R16,8,79,(1)Wawrinka d. Benjamin Becker [GER],6-3 6-1,,2.13,8.70%,6.50%,63.00%,86.20%,58.80%,4-Apr,0:55
4_Nov_2013,Tour Finals,Hard,SF,8,2,(2)Novak Djokovic [SRB] d. (7)Wawrinka,6-3 6-3,,0.55,6.50%,0.00%,54.80%,61.80%,39.30%,10-Jun,1:25
4_Nov_2013,Tour Finals,Hard,RR,8,1,(1)Rafael Nadal [ESP] d. (7)Wawrinka,7-6(5) 7-6(6),,1.16,5.40%,2.70%,47.30%,80.00%,59.00%,5-Mar,2:13
4_Nov_2013,Tour Finals,Hard,RR,8,6,(7)Wawrinka d. (5)Tomas Berdych [CZE],6-3 6-7(0) 6-3,,1.25,11.10%,1.00%,54.50%,75.90%,66.70%,5-May,2:26
4_Nov_2013,Tour Finals,Hard,RR,8,3,(7)Wawrinka d. (3)David Ferrer [ESP],6-7(3) 6-4 6-1,,1.1,13.70%,2.00%,56.90%,70.70%,47.70%,8-Jun,2:19
28_Oct_2013,Paris Masters,Hard,QF,8,2,(2)Novak Djokovic [SRB] d. (7)Wawrinka,6-1 6-4, (ch),0.69,6.00%,4.00%,66.00%,60.60%,41.20%,8-May,1:21
28_Oct_2013,Paris Masters,Hard,R16,8,13,(7)Wawrinka d. (12)Nicolas Almagro [ESP],6-3 6-2,,1.56,15.80%,5.30%,45.60%,73.10%,61.30%,2-Jan,1:15
28_Oct_2013,Paris Masters,Hard,R32,8,29,(7)Wawrinka d. Feliciano Lopez [ESP],6-3 3-6 6-3,,1.74,26.80%,5.60%,47.90%,91.20%,64.90%,3-Feb,1:47
21_Oct_2013,Basel,Hard,R32,8,65,Edouard Roger Vasselin [FRA] d. (4)Wawrinka,6-4 6-3,,0.76,5.30%,8.80%,35.10%,65.00%,56.80%,6-Mar,1:11
7_Oct_2013,Shanghai Masters,Hard,QF,8,1,(2)Rafael Nadal [ESP] d. (8)Wawrinka,7-6(10) 6-1,,0.76,8.20%,1.60%,50.80%,77.40%,50.00%,6-Apr,1:46
7_Oct_2013,Shanghai Masters,Hard,R16,8,11,(8)Wawrinka d. (10)Milos Raonic [CAN],7-6(2) 6-4,,1.31,16.10%,0.00%,61.30%,84.20%,75.00%,0/0,1:21
7_Oct_2013,Shanghai Masters,Hard,R32,8,20,(8)Wawrinka d. Kevin Anderson [RSA],6-4 3-6 7-6(5),,1.4,17.10%,1.20%,52.40%,81.40%,66.70%,3-Jan,2:16
30_Sep_2013,Beijing,Hard,R16,9,30,Sam Querrey [USA] d. (6)Wawrinka,6-3 7-6(2),,0.7,4.60%,6.20%,55.40%,69.40%,48.30%,4-Jan,1:16
30_Sep_2013,Beijing,Hard,R32,9,22,(6)Wawrinka d. Andreas Seppi [ITA],4-6 6-3 6-4,,1.24,11.40%,3.40%,55.70%,89.80%,43.60%,5-Mar,1:48
23_Sep_2013,Kuala Lumpur,Hard,SF,10,33,(5)Julien Benneteau [FRA] d. (2)Wawrinka,6-4 6-3,,0.79,0.00%,1.70%,62.70%,54.10%,45.50%,6-Jan,1:19
23_Sep_2013,Kuala Lumpur,Hard,QF,10,36,(2)Wawrinka d. (6)Dmitry Tursunov [RUS],2-6 6-3 7-6(3),,0.97,11.70%,2.90%,61.20%,71.40%,55.00%,7-May,2:05
23_Sep_2013,Kuala Lumpur,Hard,R16,10,48,(2)Wawrinka d. Marcos Baghdatis [CYP],6-1 7-5,,1.61,10.90%,5.50%,49.10%,85.20%,67.90%,0/0,1:05
13_Sep_2013,Davis Cup WG PO: SUI vs ECU,Hard,RR,10,340,Wawrinka d. Emilio Gomez [ECU],6-4 6-3 6-3,,,,,,,,,
26_Aug_2013,US Open,Hard,SF,10,1,(1)Novak Djokovic [SRB] d. (9)Wawrinka,2-6 7-6(4) 3-6 6-3 6-4, (ch),0.9,4.20%,3.60%,50.00%,70.80%,50.00%,15/20,4:09
26_Aug_2013,US Open,Hard,QF,10,3,(9)Wawrinka d. (3)Andy Murray [GBR],6-4 6-3 6-2, (ch),1.83,5.30%,5.30%,55.30%,88.10%,58.80%,0/0,2:15
26_Aug_2013,US Open,Hard,R16,10,5,(9)Wawrinka d. (5)Tomas Berdych [CZE],3-6 6-1 7-6(6) 6-2,,1.19,12.30%,4.90%,58.20%,78.90%,51.00%,6-Mar,2:47
26_Aug_2013,US Open,Hard,R32,10,53,(9)Wawrinka d. Marcos Baghdatis [CYP],6-3 6-2 6-7(1) 7-6(7),,1.3,8.40%,3.80%,51.90%,80.90%,58.70%,9-Jul,3:21
26_Aug_2013,US Open,Hard,R64,10,79,(9)Wawrinka d. (Q)Ivo Karlovic [CRO],7-5 7-6(8) 6-4,,1.31,7.90%,5.00%,60.40%,83.60%,62.50%,2-Jan,2:17
26_Aug_2013,US Open,Hard,R128,10,58,(9)Wawrinka d. Radek Stepanek [CZE],7-6(2) 6-3 6-2,,1.22,7.40%,2.10%,52.10%,67.30%,57.80%,7-Apr,2:32
11_Aug_2013,Cincinnati Masters,Hard,R32,9,23,Tommy Robredo [ESP] d. (9)Wawrinka,7-5 3-6 6-3,,0.9,11.10%,4.00%,54.50%,79.60%,33.30%,10-Jul,2:04
11_Aug_2013,Cincinnati Masters,Hard,R64,9,21,(9)Wawrinka d. Andreas Seppi [ITA],6-3 6-4,,2.04,15.40%,5.80%,61.50%,90.60%,60.00%,0/0,1:08
5_Aug_2013,Canada Masters,Hard,R32,10,27,Benoit Paire [FRA] d. (8)Wawrinka,6-2 7-6(2),,0.91,4.50%,6.00%,61.20%,73.20%,30.80%,8-Apr,1:14
22_Jul_2013,Gstaad,Clay,QF,10,29,(5)Feliciano Lopez [ESP] d. (2)Wawrinka,6-4 2-6 4-3 RET,,0.93,14.70%,3.90%,54.90%,71.40%,45.70%,13-Nov,2:04
22_Jul_2013,Gstaad,Clay,R16,10,62,(2)Wawrinka d. Daniel Gimeno Traver [ESP],7-5 7-6(4),,1.53,17.60%,2.90%,70.60%,79.20%,60.00%,4-Feb,1:35
24_Jun_2013,Wimbledon,Grass,R128,10,70,Lleyton Hewitt [AUS] d. (11)Wawrinka,6-4 7-5 6-3,,0.87,11.40%,1.90%,60.00%,65.10%,47.60%,15-Sep,2:12
16_Jun_2013,s Hertogenbosch,Grass,F,10,240,(Q)Nicolas Mahut [FRA] d. (2)Wawrinka,6-3 6-4, (ch),0.76,5.60%,7.40%,59.30%,62.50%,68.20%,4-Feb,1:23
16_Jun_2013,s Hertogenbosch,Grass,SF,10,78,(2)Wawrinka d. Guillermo Garcia Lopez [ESP],6-1 6-4,,1.27,8.70%,1.40%,62.30%,79.10%,42.30%,10-Oct,1:16
16_Jun_2013,s Hertogenbosch,Grass,QF,10,27,(2)Wawrinka d. (5)Jeremy Chardy [FRA],6-4 7-6(2),,1.27,11.30%,0.00%,61.30%,78.90%,66.70%,2-Jan,1:15
16_Jun_2013,s Hertogenbosch,Grass,R16,10,71,(2)Wawrinka d. Paolo Lorenzi [ITA],6-3 7-6(8),,1.24,10.60%,1.50%,62.10%,75.60%,68.00%,0/1,1:13
16_Jun_2013,s Hertogenbosch,Grass,R32,10,113,(2)Wawrinka d. (LL)Steve Darcis [BEL],7-6(5) 6-4,,0.95,12.20%,3.70%,59.80%,75.50%,54.50%,8-Jul,1:32
27_May_2013,Roland Garros,Clay,QF,10,4,(3)Rafael Nadal [ESP] d. (9)Wawrinka,6-2 6-3 6-1,,0.58,3.40%,4.60%,59.80%,57.70%,34.30%,12-May,1:56
27_May_2013,Roland Garros,Clay,R16,10,9,(9)Wawrinka d. (7)Richard Gasquet [FRA],6-7(5) 4-6 6-4 7-5 8-6,,1.17,7.40%,3.40%,63.40%,73.00%,64.10%,11-Sep,4:16
27_May_2013,Roland Garros,Clay,R32,10,23,(9)Wawrinka d. (21)Jerzy Janowicz [POL],6-3 6-7(2) 6-3 6-3,,1.32,7.50%,1.70%,58.30%,77.10%,62.00%,5-Apr,2:42
27_May_2013,Roland Garros,Clay,R64,10,46,(9)Wawrinka d. Horacio Zeballos [ARG],6-2 7-6(2) 6-4,,1.39,19.40%,6.10%,66.30%,80.00%,54.50%,8-Aug,2:01
27_May_2013,Roland Garros,Clay,R128,10,95,(9)Wawrinka d. Thiemo De Bakker [NED],7-5 6-3 6-7(1) 7-5,,1.16,6.50%,2.20%,68.80%,77.90%,55.80%,4-Mar,2:31
12_May_2013,Rome Masters,Clay,R32,10,23,Alexandr Dolgopolov [UKR] d. (15)Wawrinka,W/O,,,,,,,,,
12_May_2013,Rome Masters,Clay,R64,10,63,(15)Wawrinka d. (Q)Carlos Berlocq [ARG],5-7 6-3 6-3,,1.07,2.20%,2.20%,64.80%,69.50%,43.80%,8-Apr,2:13
5_May_2013,Madrid Masters,Clay,F,15,5,(5)Rafael Nadal [ESP] d. (15)Wawrinka,6-2 6-4, (ch),0.39,9.30%,7.40%,61.10%,66.70%,47.60%,11-Aug,1:12
5_May_2013,Madrid Masters,Clay,SF,15,6,(15)Wawrinka d. (6)Tomas Berdych [CZE],6-3 4-6 6-4, (ch),0.87,5.70%,4.50%,52.30%,71.70%,54.80%,8-Jun,1:55
5_May_2013,Madrid Masters,Clay,QF,15,8,(15)Wawrinka d. (7)Jo Wilfried Tsonga [FRA],6-2 6-7(9) 6-4,,1.22,1.00%,1.00%,72.80%,70.70%,46.40%,5-Mar,2:17
5_May_2013,Madrid Masters,Clay,R16,15,28,(15)Wawrinka d. Grigor Dimitrov [BUL],3-6 6-4 6-1, (ch),1.1,3.40%,3.40%,71.30%,67.70%,56.00%,4-Feb,1:42
5_May_2013,Madrid Masters,Clay,R32,15,81,(15)Wawrinka d. (Q)Santiago Giraldo [COL],6-3 6-3,,1.9,8.30%,6.30%,64.60%,87.10%,52.90%,5-Apr,1:03
5_May_2013,Madrid Masters,Clay,R64,15,136,(15)Wawrinka d. (WC)Marius Copil [ROU],6-4 6-4,,2.45,12.80%,0.00%,76.60%,88.90%,72.70%,0/0,1:01
29_Apr_2013,Estoril,Clay,F,16,4,(2)Wawrinka d. (1)David Ferrer [ESP],6-1 6-4, (ch),2.93,4.80%,2.40%,64.30%,88.90%,80.00%,0/0,1:04
29_Apr_2013,Estoril,Clay,SF,16,228,(2)Wawrinka d. (Q)Pablo Carreno Busta [ESP],6-3 3-6 6-1,,1.3,12.50%,1.30%,71.30%,71.90%,60.90%,3-Feb,1:35
29_Apr_2013,Estoril,Clay,QF,16,113,(2)Wawrinka d. (WC)Gastao Elias [POR],6-4 6-4,,1.67,3.80%,1.90%,67.30%,71.40%,82.40%,0/1,1:11
29_Apr_2013,Estoril,Clay,R16,16,57,(2)Wawrinka d. Albert Ramos [ESP],1-6 6-3 6-4,,1.14,5.30%,3.90%,56.60%,79.10%,51.50%,6-Apr,1:45
14_Apr_2013,Monte Carlo Masters,Clay,QF,17,8,(6)Jo Wilfried Tsonga [FRA] d. (13)Wawrinka,2-6 6-3 6-4,,1.08,2.40%,4.80%,50.60%,64.30%,65.90%,6-Apr,2:11
14_Apr_2013,Monte Carlo Masters,Clay,R16,17,2,(13)Wawrinka d. (2)Andy Murray [GBR],6-1 6-2, (ch),2.21,12.50%,0.00%,65.00%,80.80%,64.30%,2-Feb,0:58
14_Apr_2013,Monte Carlo Masters,Clay,R32,17,83,(13)Wawrinka d. (Q)Albert Montanes [ESP],6-1 6-1,,1.93,4.50%,0.00%,68.20%,63.30%,85.70%,1-Jan,0:54
14_Apr_2013,Monte Carlo Masters,Clay,R64,17,48,(13)Wawrinka d. Denis Istomin [UZB],6-3 7-5,,1.45,5.40%,0.00%,62.50%,80.00%,42.90%,5-Mar,1:11
8_Apr_2013,Casablanca,Clay,SF,17,72,Tommy Robredo [ESP] d. (1)Wawrinka,1-6 6-3 6-2,,0.97,1.40%,7.10%,67.10%,68.10%,30.40%,10-May,1:35
8_Apr_2013,Casablanca,Clay,QF,17,99,(1)Wawrinka d. Guillermo Garcia Lopez [ESP],6-1 6-2,,1.8,9.60%,3.80%,48.10%,76.00%,63.00%,1-Jan,0:59
8_Apr_2013,Casablanca,Clay,R16,17,85,(1)Wawrinka d. Blaz Kavcic [SLO],4-6 6-2 6-1,,1.19,9.20%,5.30%,67.10%,68.60%,52.00%,0/2,1:34
7_Mar_2013,Indian Wells Masters,Hard,R16,18,2,(2)Roger Federer [SUI] d. (18)Wawrinka,6-3 6-7(4) 7-5,,0.96,5.00%,2.50%,60.50%,61.10%,53.20%,15-Oct,2:20
7_Mar_2013,Indian Wells Masters,Hard,R32,18,98,(18)Wawrinka d. Lleyton Hewitt [AUS],6-4 7-5,,1.49,8.60%,6.90%,51.70%,76.70%,67.90%,4-Mar,1:24
7_Mar_2013,Indian Wells Masters,Hard,R64,18,131,(18)Wawrinka d. (Q)Wayne Odesnik [USA],3-6 6-2 6-1,,1.48,14.30%,1.60%,69.80%,79.50%,57.90%,3-Feb,1:27
25_Feb_2013,Acapulco,Clay,R32,17,43,Fabio Fognini [ITA] d. (4)Wawrinka,6-2 7-6(3),,0.76,2.90%,1.40%,70.00%,57.10%,52.40%,8-Jun,1:30
18_Feb_2013,Buenos Aires,Clay,F,17,4,(1)David Ferrer [ESP] d. (3)Wawrinka,6-4 3-6 6-1,,0.78,5.40%,4.10%,56.80%,64.30%,34.40%,11-May,1:45
18_Feb_2013,Buenos Aires,Clay,SF,17,11,(3)Wawrinka d. (2)Nicolas Almagro [ESP],6-3 7-5,,1.52,6.20%,0.00%,76.90%,78.00%,80.00%,4-Apr,1:10
18_Feb_2013,Buenos Aires,Clay,QF,17,55,(3)Wawrinka d. (8)Albert Ramos [ESP],7-6(4) 6-4,,1.25,4.20%,4.20%,58.30%,69.00%,53.30%,6-Mar,1:41
